Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
"Assistant Counsel, Box OP-1489/21248",106236,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=106236"">Assistant Counsel, Box OP-1489/21248</a>]"
Administrative Assistant 2,106254,NS,"Military and Naval Affairs, Division of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106254"">Administrative Assistant 2</a>]"
Chief Environmental Branch,106262,NS,"Military and Naval Affairs, Division of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106262"">Chief Environmental Branch</a>]"
Maintenance Assistant,106267,09,"Military and Naval Affairs, Division of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106267"">Maintenance Assistant</a>]"
"Special Assistant Attorney General, Medicaid Fraud Control Unit Hauppauge (MFCU_SAAG_HAU_3472)",106309,NS,"Attorney General, Office of the",09/02/22,"[<a href=""vacancyDetailsView.cfm?id=106309"">Special Assistant Attorney General, Medicaid Fraud Control Unit Hauppauge (MFCU_SAAG_HAU_3472)</a>]"
C220084 - Trades Specialist (Electrician) – Campus Operations,106330,12,University at Buffalo,12/01/22,"[<a href=""vacancyDetailsView.cfm?id=106330"">C220084 - Trades Specialist (Electrician) – Campus Operations</a>]"
C220087 - Maintenance Assistant - Campus Operations,106346,09,University at Buffalo,12/06/22,"[<a href=""vacancyDetailsView.cfm?id=106346"">C220087 - Maintenance Assistant - Campus Operations</a>]"
Nurse 2,106382,16,"Children & Family Services, Office of ",09/08/22,"[<a href=""vacancyDetailsView.cfm?id=106382"">Nurse 2</a>]"
Maintenance Assistant (Hourly) - Russell E. Blaisdell ATC,106388,Hourly,"Addiction Services and Supports, Office of ",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=106388"">Maintenance Assistant (Hourly) - Russell E. Blaisdell ATC</a>]"
"Child Care Aide 1, (1 position on third shift), Box ROM-360/00714",106410,09,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=106410"">Child Care Aide 1, (1 position on third shift), Box ROM-360/00714</a>]"
Clinical Physician 1 or 2 (Hourly - Kingsboro Addiction Treatment Center),106440,Hourly,"Addiction Services and Supports, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106440"">Clinical Physician 1 or 2 (Hourly - Kingsboro Addiction Treatment Center)</a>]"
Youth Facility Assistant Director 3 - Treatment Services,106460,661,"Children & Family Services, Office of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=106460"">Youth Facility Assistant Director 3 - Treatment Services</a>]"
"Pharmacy Aide, Bronx Psychiatric Center, P22985",106491,07,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=106491"">Pharmacy Aide, Bronx Psychiatric Center, P22985</a>]"
"Dietitian Technician, Bronx Psychiatric Center, P22987",106495,11,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=106495"">Dietitian Technician, Bronx Psychiatric Center, P22987</a>]"
"Mental Hygiene Program Evaluation Specialist 2, Central New York Psychiatric Center, P22991",106581,18,"Mental Health, Office of",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=106581"">Mental Hygiene Program Evaluation Specialist 2, Central New York Psychiatric Center, P22991</a>]"
Associate Psychologist,106615,23,"Children & Family Services, Office of ",09/13/22,"[<a href=""vacancyDetailsView.cfm?id=106615"">Associate Psychologist</a>]"
Nurse 2,106651,NS,"Children & Family Services, Office of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=106651"">Nurse 2</a>]"
Nurse 2,106656,NS,"Children & Family Services, Office of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=106656"">Nurse 2</a>]"
Cleaner (Creedmoor Addiction Treatment Center),106714,Hourly,"Addiction Services and Supports, Office of ",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=106714"">Cleaner (Creedmoor Addiction Treatment Center)</a>]"
Nurse 2,106719,NS,"Children & Family Services, Office of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=106719"">Nurse 2</a>]"
"Medical Analyst, Medicaid Fraud Control Unit (MFCU_NYC_MA_6220)",106749,NS,"Attorney General, Office of the",09/02/22,"[<a href=""vacancyDetailsView.cfm?id=106749"">Medical Analyst, Medicaid Fraud Control Unit (MFCU_NYC_MA_6220)</a>]"
"Director, Sustainability, Energy, and Environmental Programs ",106815,NS,DASNY - Dormitory Authority of the State of New York,08/04/22,"[<a href=""vacancyDetailsView.cfm?id=106815"">Director, Sustainability, Energy, and Environmental Programs </a>]"
Nurse 2,106822,NS,"Children & Family Services, Office of ",09/16/22,"[<a href=""vacancyDetailsView.cfm?id=106822"">Nurse 2</a>]"
TEMPORARY SEASONAL - Maintenance Helper - Rochester AASF - Anticipated duration of employment thru 10/19/22,106844,Hourly,"Military and Naval Affairs, Division of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106844"">TEMPORARY SEASONAL - Maintenance Helper - Rochester AASF - Anticipated duration of employment thru 10/19/22</a>]"
TEMPORARY SEASONAL - Maintenance Assistant - Camp Smith Training Site - Anticipated duration of employment thru 10/19/2022,106846,Hourly,"Military and Naval Affairs, Division of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106846"">TEMPORARY SEASONAL - Maintenance Assistant - Camp Smith Training Site - Anticipated duration of employment thru 10/19/2022</a>]"
TEMPORARY SEASONAL - Maintenance Helper - Farmingdale FMS - Anticipated duration of employment thru 10/19/2022,106848,Hourly,"Military and Naval Affairs, Division of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106848"">TEMPORARY SEASONAL - Maintenance Helper - Farmingdale FMS - Anticipated duration of employment thru 10/19/2022</a>]"
TEMPORARY SEASONAL - Maintenance Helper - Youngstown Armory - Anticipated duration of employment thru 10/19/2022,106850,Hourly,"Military and Naval Affairs, Division of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106850"">TEMPORARY SEASONAL - Maintenance Helper - Youngstown Armory - Anticipated duration of employment thru 10/19/2022</a>]"
Dietitian II,106877,18,"Health, Department of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=106877"">Dietitian II</a>]"
Senior Construction Manager_NYC,106943,NS,"Empire State Development, NYS ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106943"">Senior Construction Manager_NYC</a>]"
"Senior Computer Operator, Ref #16449 (Provisional and Permanent Opportunities)",106962,14,"Information Technology Services, Office of",10/03/22,"[<a href=""vacancyDetailsView.cfm?id=106962"">Senior Computer Operator, Ref #16449 (Provisional and Permanent Opportunities)</a>]"
"Assistant Attorney General, Bureau of Consumer Frauds and Protection (CFP_AAG_NYC_3478)",106972,NS,"Attorney General, Office of the",09/02/22,"[<a href=""vacancyDetailsView.cfm?id=106972"">Assistant Attorney General, Bureau of Consumer Frauds and Protection (CFP_AAG_NYC_3478)</a>]"
Motor Vehicle Operator Hourly (South Beach ATC),106997,Hourly,"Addiction Services and Supports, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106997"">Motor Vehicle Operator Hourly (South Beach ATC)</a>]"
"Education Supervisor - General, Mohawk Valley Psychiatric Center, Children and Youth, P23009 ",107041,19,"Mental Health, Office of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=107041"">Education Supervisor - General, Mohawk Valley Psychiatric Center, Children and Youth, P23009 </a>]"
"Nurse 2 Psychiatric, Central New York Psychiatric Center – Sing Sing Satellite Unit, P23011",107045,16,"Mental Health, Office of",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=107045"">Nurse 2 Psychiatric, Central New York Psychiatric Center – Sing Sing Satellite Unit, P23011</a>]"
"Licensed Psychologist, Buffalo Psychiatric Center, P23015",107051,25,"Mental Health, Office of",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=107051"">Licensed Psychologist, Buffalo Psychiatric Center, P23015</a>]"
Alcohol and Substance Abuse Treatment Program Assistant,107098,14,"Corrections and Community Supervision, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107098"">Alcohol and Substance Abuse Treatment Program Assistant</a>]"
Licensed Master Social Worker 2,107115,20,"Corrections and Community Supervision, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107115"">Licensed Master Social Worker 2</a>]"
Associate Psychologist,107122,23,"Children & Family Services, Office of ",09/22/22,"[<a href=""vacancyDetailsView.cfm?id=107122"">Associate Psychologist</a>]"
"Plant Utilities Engineer 1, Rockland Psychiatric Center, P23021",107126,14,"Mental Health, Office of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=107126"">Plant Utilities Engineer 1, Rockland Psychiatric Center, P23021</a>]"
"Mental Hygiene Staff Development Specialist 2, Western New York Children's Psychiatric Center, P23026 ",107142,14,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107142"">Mental Hygiene Staff Development Specialist 2, Western New York Children's Psychiatric Center, P23026 </a>]"
Office Assistant 1 Keyboarding,107189,06,"Children & Family Services, Office of ",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=107189"">Office Assistant 1 Keyboarding</a>]"
"Special Education Assistant (Substitute), (Continuous Recruitment),  SEA Sub - Batavia",107207,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=107207"">Special Education Assistant (Substitute), (Continuous Recruitment),  SEA Sub - Batavia</a>]"
"Rehabilitation Counselor 2, Secure Treatment and Rehabilitation Center, Oakview, P23031",107217,19,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=107217"">Rehabilitation Counselor 2, Secure Treatment and Rehabilitation Center, Oakview, P23031</a>]"
"Social Work Assistant 3, Pilgrim Psychiatric Center, P23033",107219,17,"Mental Health, Office of",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=107219"">Social Work Assistant 3, Pilgrim Psychiatric Center, P23033</a>]"
"Rehabilitation Counselor 2, Central New York Psychiatric Center – Great Meadow Satellite Unit, P23037",107228,19,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=107228"">Rehabilitation Counselor 2, Central New York Psychiatric Center – Great Meadow Satellite Unit, P23037</a>]"
"Rehabilitation Counselor 1, Central New York Psychiatric Center – Upstate Satellite Unit, P23039",107233,17,"Mental Health, Office of",08/17/22,"[<a href=""vacancyDetailsView.cfm?id=107233"">Rehabilitation Counselor 1, Central New York Psychiatric Center – Upstate Satellite Unit, P23039</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Albany Pre Release, P22934",107283,20,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107283"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Albany Pre Release, P22934</a>]"
"Rehabilitation Counselor 2, Secure Treatment and Rehabilitation Center, Bridgeview, P22791",107285,19,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107285"">Rehabilitation Counselor 2, Secure Treatment and Rehabilitation Center, Bridgeview, P22791</a>]"
"Teacher 2, 3, 4",107299,13,"Children & Family Services, Office of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=107299"">Teacher 2, 3, 4</a>]"
Licensed Psychologist,107306,25,"Children & Family Services, Office of ",09/13/22,"[<a href=""vacancyDetailsView.cfm?id=107306"">Licensed Psychologist</a>]"
Tax Modernization Student Assistant,107338,NS,"Information Technology Services, Office of",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=107338"">Tax Modernization Student Assistant</a>]"
Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Elmgrove),107353,NS,"Transportation, Department of ",08/29/22,"[<a href=""vacancyDetailsView.cfm?id=107353"">Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Elmgrove)</a>]"
Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Lakeville),107355,NS,"Transportation, Department of ",08/29/22,"[<a href=""vacancyDetailsView.cfm?id=107355"">Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Lakeville)</a>]"
"Nurse Practitioner (Psychiatry), Capital District Psychiatric Center, NP22126",107378,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107378"">Nurse Practitioner (Psychiatry), Capital District Psychiatric Center, NP22126</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Bronx Psychiatric Center, NP22075",107382,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107382"">Nurse 1 / Nurse 2, Psychiatric, Bronx Psychiatric Center, NP22075</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Bronx Psychiatric Center, NP22128",107388,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107388"">Nurse 1 / Nurse 2, Psychiatric, Bronx Psychiatric Center, NP22128</a>]"
"Nurse Practitioner (Psychiatry), Greater Binghamton Health Center, NP22130",107393,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107393"">Nurse Practitioner (Psychiatry), Greater Binghamton Health Center, NP22130</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Elmira Psychiatric Center, NP22131",107396,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107396"">Nurse 1 / Nurse 2, Psychiatric, Elmira Psychiatric Center, NP22131</a>]"
"Nurse 1/ Nurse 2, Psychiatric, New York City Children's Center, Bronx Campus, NP22133",107412,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107412"">Nurse 1/ Nurse 2, Psychiatric, New York City Children's Center, Bronx Campus, NP22133</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Buffalo Psychiatric Center, NP22135",107415,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107415"">Nurse 1 / Nurse 2, Psychiatric, Buffalo Psychiatric Center, NP22135</a>]"
"Nurse Practitioner (Psychiatry), Buffalo Psychiatric Center, NP22137",107419,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107419"">Nurse Practitioner (Psychiatry), Buffalo Psychiatric Center, NP22137</a>]"
"Nurse Practitioner (Psychiatry), Kingsboro Psychiatric Center, NP22139",107429,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107429"">Nurse Practitioner (Psychiatry), Kingsboro Psychiatric Center, NP22139</a>]"
"Nurse 1 / Nurse 2, Psychiatric, New York State Psychiatric Institute, NP22141",107436,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107436"">Nurse 1 / Nurse 2, Psychiatric, New York State Psychiatric Institute, NP22141</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Greater Binghamton Health Center, NP22142",107441,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107441"">Nurse 1 / Nurse 2, Psychiatric, Greater Binghamton Health Center, NP22142</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Central New York Psychiatric Center, Marcy, NP22144",107446,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107446"">Nurse 1 / Nurse 2, Psychiatric, Central New York Psychiatric Center, Marcy, NP22144</a>]"
"Nurse Practitioner - Psychiatric, Hutchings Psychiatric Center, NP22146",107448,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107448"">Nurse Practitioner - Psychiatric, Hutchings Psychiatric Center, NP22146</a>]"
"Nurse 2, Psychiatric, Hutchings Psychiatric Center, NP22148",107457,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107457"">Nurse 2, Psychiatric, Hutchings Psychiatric Center, NP22148</a>]"
"Nurse 1 / Nurse 2 Psychiatric, New York City Children’s Center – Queens Campus, NP22150",107462,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107462"">Nurse 1 / Nurse 2 Psychiatric, New York City Children’s Center – Queens Campus, NP22150</a>]"
"Nurse 2 (Psychiatric), Manhattan Psychiatric Center, NP22152",107465,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107465"">Nurse 2 (Psychiatric), Manhattan Psychiatric Center, NP22152</a>]"
"Nurse Practitioner (Psychiatry), Creedmoor Psychiatric Center, NP22154",107468,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107468"">Nurse Practitioner (Psychiatry), Creedmoor Psychiatric Center, NP22154</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Rockland Psychiatric Center, NP22156",107470,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107470"">Nurse 1 / Nurse 2, Psychiatric, Rockland Psychiatric Center, NP22156</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Rockland Children’s Psychiatric Center, NP22158",107474,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107474"">Nurse 1 / Nurse 2, Psychiatric, Rockland Children’s Psychiatric Center, NP22158</a>]"
Human Resources Specialist 1-REPOST,107480,NS,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=107480"">Human Resources Specialist 1-REPOST</a>]"
"Nurse Practitioner (Psychiatry), St. Lawrence Psychiatric Center, NP22161",107487,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107487"">Nurse Practitioner (Psychiatry), St. Lawrence Psychiatric Center, NP22161</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Pilgrim Psychiatric Center, NP22163",107491,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107491"">Nurse 1 / Nurse 2, Psychiatric, Pilgrim Psychiatric Center, NP22163</a>]"
"Nurse Practitioner (Psychiatry), Mid-Hudson Forensic Forensic Psychiatric Center, NP22165",107494,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107494"">Nurse Practitioner (Psychiatry), Mid-Hudson Forensic Forensic Psychiatric Center, NP22165</a>]"
"Nurse Practitioner Psychiatric, Central New York Psychiatric Center - Various Satellite Programs throughout New York, NP22167",107496,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107496"">Nurse Practitioner Psychiatric, Central New York Psychiatric Center - Various Satellite Programs throughout New York, NP22167</a>]"
"Nurse 2, Central New York Psychiatric Center – Marcy, NP22168",107498,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107498"">Nurse 2, Central New York Psychiatric Center – Marcy, NP22168</a>]"
"Assistant Attorney General, Litigation Bureau Law Enforcement Practice Group(LIT_NYC_AAG/CTA_3432)",107500,NS,"Attorney General, Office of the",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=107500"">Assistant Attorney General, Litigation Bureau Law Enforcement Practice Group(LIT_NYC_AAG/CTA_3432)</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Sagamore Children’s Psychiatric Center, NP22171",107502,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107502"">Nurse 1 / Nurse 2, Psychiatric, Sagamore Children’s Psychiatric Center, NP22171</a>]"
"Nurse 1 /Nurse 2, Psychiatric,  Manhattan Psychiatric Center, NP22173",107505,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107505"">Nurse 1 /Nurse 2, Psychiatric,  Manhattan Psychiatric Center, NP22173</a>]"
"Nurse Practitioner (Psychiatry), Kirby Forensic Psychiatric Center, NP22175",107509,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107509"">Nurse Practitioner (Psychiatry), Kirby Forensic Psychiatric Center, NP22175</a>]"
"Nurse Practitioner (Psychiatry),(Adult Health) Central New York Psychiatric Center, Marcy, NP22123",107511,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107511"">Nurse Practitioner (Psychiatry),(Adult Health) Central New York Psychiatric Center, Marcy, NP22123</a>]"
"Nurse 3 Psychiatric, Hutchings Psychiatric Center, NP22179",107516,20,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107516"">Nurse 3 Psychiatric, Hutchings Psychiatric Center, NP22179</a>]"
"Medical Specialist 1, Bronx Psychiatric Center, Physician, PP22087",107522,35,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107522"">Medical Specialist 1, Bronx Psychiatric Center, Physician, PP22087</a>]"
"Teacher 2, 3, 4",107525,13,"Children & Family Services, Office of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=107525"">Teacher 2, 3, 4</a>]"
"Medical Specialist 1/2, St Lawrence Psychiatric Center, Physician, PP22090",107535,35,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107535"">Medical Specialist 1/2, St Lawrence Psychiatric Center, Physician, PP22090</a>]"
"Medical Specialist 2, Greater Binghamton Health Center, Physician, PP22092",107538,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107538"">Medical Specialist 2, Greater Binghamton Health Center, Physician, PP22092</a>]"
"Psychiatrist 1 and Psychiatrist 2, Hutchings Psychiatric Center, PP22094",107541,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107541"">Psychiatrist 1 and Psychiatrist 2, Hutchings Psychiatric Center, PP22094</a>]"
"Psychiatrist 1 and Psychiatrist 2, Children and Youth, Western New York Children's Psychiatric Center, PP22096",107543,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107543"">Psychiatrist 1 and Psychiatrist 2, Children and Youth, Western New York Children's Psychiatric Center, PP22096</a>]"
"Psychiatrist 1 and Psychiatrist 2, Children and Youth, New York City Children's Centers - Bronx Campus, PP22098",107547,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107547"">Psychiatrist 1 and Psychiatrist 2, Children and Youth, New York City Children's Centers - Bronx Campus, PP22098</a>]"
"Psychiatrist 1 and Psychiatrist 2, Mid-Hudson Forensic Psychiatric Center, PP22100",107553,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107553"">Psychiatrist 1 and Psychiatrist 2, Mid-Hudson Forensic Psychiatric Center, PP22100</a>]"
"Psychiatrist 1 and Psychiatrist 2, Elmira Psychiatric Center, PP22102",107559,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107559"">Psychiatrist 1 and Psychiatrist 2, Elmira Psychiatric Center, PP22102</a>]"
"Psychiatrist 1 and Psychiatrist 2, Kirby Forensic Psychiatric Center, PP22104",107561,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107561"">Psychiatrist 1 and Psychiatrist 2, Kirby Forensic Psychiatric Center, PP22104</a>]"
"Psychiatrist 1 and Psychiatrist 2, Kingsboro Psychiatric Center, PP22105",107563,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107563"">Psychiatrist 1 and Psychiatrist 2, Kingsboro Psychiatric Center, PP22105</a>]"
"Psychiatrist 1 and Psychiatrist 2, Rockland Psychiatric Center, PP22107",107565,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107565"">Psychiatrist 1 and Psychiatrist 2, Rockland Psychiatric Center, PP22107</a>]"
"Psychiatrist 1 and Psychiatrist 2, St. Lawrence Psychiatric Center, PP22109",107570,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107570"">Psychiatrist 1 and Psychiatrist 2, St. Lawrence Psychiatric Center, PP22109</a>]"
"Psychiatrist 1 and Psychiatrist 2, Bronx Psychiatric Center, PP22111",107573,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107573"">Psychiatrist 1 and Psychiatrist 2, Bronx Psychiatric Center, PP22111</a>]"
"Psychiatrist 1 and Psychiatrist 2, Greater Binghamton Health Center, PP22113",107577,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107577"">Psychiatrist 1 and Psychiatrist 2, Greater Binghamton Health Center, PP22113</a>]"
"Clinical Physician 1, Central New York Psychiatric Center, Marcy, Physician, PP22115",107580,34,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107580"">Clinical Physician 1, Central New York Psychiatric Center, Marcy, Physician, PP22115</a>]"
"Clinical Physician 2, New York City Children's Center, Physician, PP22117",107582,36,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107582"">Clinical Physician 2, New York City Children's Center, Physician, PP22117</a>]"
"Clinical Physician 2, Rockland Psychiatric Center, Physician, PP22080",107584,36,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107584"">Clinical Physician 2, Rockland Psychiatric Center, Physician, PP22080</a>]"
"Telepsychiatry Positions, Manhattan Psychiatric Center, PP22119",107586,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107586"">Telepsychiatry Positions, Manhattan Psychiatric Center, PP22119</a>]"
"Psychiatrist 1 and Psychiatrist 2, Manhattan Psychiatric Center, PP22121",107589,38,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107589"">Psychiatrist 1 and Psychiatrist 2, Manhattan Psychiatric Center, PP22121</a>]"
"Mental Health Therapy Aide (MHTA) - Direct Care Positions, Statewide Recruitment, MP22020",107593,09,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107593"">Mental Health Therapy Aide (MHTA) - Direct Care Positions, Statewide Recruitment, MP22020</a>]"
"Body Repair Inspector, or Body Repair Inspector Trainee 1/2",107627,16,"Motor Vehicles, Department of ",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=107627"">Body Repair Inspector, or Body Repair Inspector Trainee 1/2</a>]"
Medicaid Redesign Analyst 1 / Trainee - 80179,107636,18,"Health, Department of ",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=107636"">Medicaid Redesign Analyst 1 / Trainee - 80179</a>]"
Facility Assistant/Mailing,107666,05,"Senate, NYS",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=107666"">Facility Assistant/Mailing</a>]"
"Psychiatric Examiner (Psychologist), Central Office;",107673,27,"Mental Health, Office of",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=107673"">Psychiatric Examiner (Psychologist), Central Office;</a>]"
Vocational Instructor 1-4 (Auto Tech),107692,17,"Corrections and Community Supervision, Department of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=107692"">Vocational Instructor 1-4 (Auto Tech)</a>]"
Licensed Master Social Worker 2,107705,20,"Corrections and Community Supervision, Department of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=107705"">Licensed Master Social Worker 2</a>]"
Supervisor Veterans Home Fiscal Administration - 91128,107721,661,"Health, Department of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=107721"">Supervisor Veterans Home Fiscal Administration - 91128</a>]"
"Food Service Worker 1,Western New York Children’s Psychiatric Center, Food Service P23061",107741,05,"Mental Health, Office of",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=107741"">Food Service Worker 1,Western New York Children’s Psychiatric Center, Food Service P23061</a>]"
"Mid-Hudson Forensic Psychiatric Center, Security Hospital Treatment Assistant (SHTA)– Direct Care Position, P23064",107760,14,"Mental Health, Office of",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=107760"">Mid-Hudson Forensic Psychiatric Center, Security Hospital Treatment Assistant (SHTA)– Direct Care Position, P23064</a>]"
